,Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight,Predicted Price,Model Split,Accuracy
70,15950,28,29206,Petrol,97,1,0,1400,5,1110,15950,Test Data,0
71,12995,32,29198,Petrol,97,1,0,1400,5,1060,12995,Test Data,0
72,18950,28,28817,Petrol,110,1,0,1598,5,1130,18950,Test Data,0
73,15750,23,28227,Petrol,97,1,0,1400,5,1110,15750,Test Data,0
74,19950,28,28000,Petrol,110,0,0,1600,5,1130,19950,Test Data,0
75,16950,23,28000,Petrol,110,1,0,1600,5,1115,16950,Test Data,0
76,18750,31,25266,Petrol,110,1,0,1600,5,1130,18750,Test Data,0
77,18450,27,23489,Petrol,110,0,0,1600,5,1115,18450,Test Data,0
78,16895,29,22575,Petrol,110,1,0,1600,5,1115,16895,Test Data,0
79,14900,30,22000,Petrol,97,1,0,1400,5,1110,14900,Test Data,0
80,18950,25,20019,Petrol,110,1,1,1600,5,1180,18950,Test Data,0
81,17250,29,20000,Petrol,110,1,0,1600,5,1115,17250,Test Data,0
82,15450,25,17003,Petrol,97,1,0,1400,5,1110,15450,Test Data,0
83,17950,55.67215569,16238,Petrol,110,1,1,1600,5,1180,17950,Test Data,0
84,16650,25,15414,Petrol,97,1,0,1400,5,1110,16650,Test Data,0
85,17450,28,8537,Petrol,110,1,0,1600,5,1130,17450,Test Data,0
86,14900,30,7000,Petrol,97,1,0,1400,5,1100,14900,Test Data,0
87,17950,20,66966,Diesel,90,1,0,2000,3,1245,17950,Test Data,0
88,15950,19,51884,Petrol,97,1,0,1400,3,1100,15950,Test Data,0
89,21950,19,50005,Diesel,110,1,0,2000,3,1265,21950,Test Data,0
90,16450,20,48110,Petrol,97,1,0,1400,3,1100,16450,Test Data,0
91,22250,20,63634,Diesel,90,1,0,2000,3,1260,22250,Test Data,0
92,19950,55.67215569,34472,Diesel,90,1,0,1995,3,1260,19950,Test Data,0
93,15950,20,33329,Petrol,97,1,0,1400,3,1100,15950,Test Data,0
94,18900,20,31850,Petrol,110,0,0,1600,3,1120,18900,Test Data,0
95,19950,17,30351,Diesel,90,1,0,1995,3,1260,19950,Test Data,0
96,15950,19,29435,Petrol,97,1,0,1400,3,1100,15950,Test Data,0
97,15950,19,25948,Petrol,97,1,0,1400,3,1100,15950,Test Data,0
98,18750,11,24500,Petrol,110,1,0,1600,3,1120,18750,Test Data,0
99,17450,18,23902,Petrol,97,1,0,1400,3,1100,17450,Test Data,0
100,18990,20,23175,Petrol,110,1,0,1600,3,1120,18990,Test Data,0
101,16250,19,19200,Petrol,97,1,0,1400,3,1100,16250,Test Data,0
102,18500,13,18000,Petrol,71,0,0,1400,3,1125,18500,Test Data,0
103,18500,11,16123,Petrol,110,1,0,1600,3,1105,18500,Test Data,0
104,19450,11,14635,Petrol,110,1,1,1600,3,1155,19450,Test Data,0
105,16950,55.67215569,13748,Petrol,97,1,0,1400,3,1100,16950,Test Data,0
106,18800,14,11500,Petrol,110,1,0,1600,3,1045,18800,Test Data,0
107,17450,17,10000,Petrol,97,1,0,1400,3,1100,17450,Test Data,0
108,17950,20,7187,Petrol,110,1,0,1600,3,1105,17950,Test Data,0
109,32500,55.67215569,1,Petrol,116,0,0,2000,5,1480,32500,Test Data,0
110,31000,4,4000,Diesel,116,1,0,2000,5,1480,31000,Test Data,0
111,31275,4,1500,Diesel,116,1,0,2000,5,1480,31275,Test Data,0
112,24950,8,63634,Diesel,116,1,0,2000,5,1320,24950,Test Data,0
113,24950,8,13253,Diesel,116,1,0,2000,5,1320,24950,Test Data,0
114,22950,7,10000,Diesel,116,1,0,2000,5,1270,22950,Test Data,0
115,24990,8,6000,Diesel,90,1,0,2000,5,1280,24990,Test Data,0
116,21950,8,10841,Petrol,90,1,0,2000,5,1270,21950,Test Data,0
117,17900,55.67215569,1,Petrol,110,1,0,1600,3,1105,17900,Test Data,0
118,19250,20,63000,Diesel,90,1,0,2000,5,1255,19250,Test Data,0
119,22250,55.67215569,57313,Petrol,110,1,0,2000,5,1275,22250,Test Data,0
120,18950,13,57037,Petrol,110,0,0,1600,5,1115,18950,Test Data,0
121,19950,19,51099,Petrol,90,1,0,2000,5,1255,19950,Test Data,0
122,16350,14,40010,Petrol,110,1,0,1600,5,1115,16350,Test Data,0
123,18950,20,39115,Petrol,110,1,0,1600,5,1130,18950,Test Data,0
124,16950,17,36012,Petrol,110,0,0,1600,5,1130,16950,Test Data,0
125,21750,16,63634,Petrol,110,1,0,1600,5,1130,21750,Test Data,0
126,15950,20,36000,Petrol,110,1,0,1600,5,1075,15950,Test Data,0
127,16500,20,35000,Petrol,97,1,0,1400,5,1110,16500,Test Data,0
128,17950,17,33740,Petrol,97,1,0,1400,5,1135,17950,Test Data,0
129,15850,13,33477,Petrol,110,1,0,1600,5,1075,15850,Test Data,0
130,16250,20,32627,Petrol,97,1,0,1400,5,1110,16250,Test Data,0
131,15950,20,63634,Petrol,97,1,0,1400,5,1110,15950,Test Data,0
132,16250,19,29441,Petrol,97,1,0,1400,5,1110,16250,Test Data,0
133,15950,13,29371,Petrol,110,1,0,1600,4,1105,15950,Test Data,0
134,16500,20,29000,Petrol,97,0,0,1400,5,1110,16500,Test Data,0
135,16500,19,27821,Petrol,97,0,0,1400,5,1110,16500,Test Data,0
136,18450,19,27371,Petrol,97,0,0,1400,5,1135,18450,Test Data,0
137,16250,13,25170,Petrol,110,1,0,1600,5,1105,16250,Test Data,0
138,23000,11,25000,Diesel,116,1,0,2000,5,1320,23000,Test Data,0
139,19900,20,23000,Petrol,110,1,0,1600,5,1130,19900,Test Data,0
140,16450,20,22588,Petrol,97,1,0,1400,5,1110,16450,Test Data,0
141,23950,19,21684,Petrol,192,1,0,1800,5,1185,23950,Test Data,0
142,19950,13,21428,Petrol,110,1,0,1600,5,1130,19950,Test Data,0
143,18500,16,20629,Petrol,110,1,0,1600,4,1090,18500,Test Data,0
144,18950,15,20270,Petrol,110,1,0,1600,5,1130,18950,Test Data,0
145,16450,16,20105,Petrol,97,0,0,1400,5,1110,16450,Test Data,0
146,20500,20,20000,Petrol,110,0,1,1600,5,1165,20500,Test Data,0
147,24500,13,19988,Petrol,110,1,0,1600,5,1130,24500,Test Data,0
148,19450,19,18328,Petrol,110,0,0,1600,5,1130,19450,Test Data,0
149,20950,14,17896,Petrol,110,1,1,1600,4,1150,20950,Test Data,0
150,17200,20,17300,Petrol,97,1,0,1400,5,1110,17200,Test Data,0
151,19950,19,17038,Petrol,110,0,0,1600,5,1130,19950,Test Data,0
152,18450,10,13747,Petrol,97,1,0,1400,5,1110,18450,Test Data,0
153,19500,12,13634,Petrol,110,1,0,1600,5,1115,19500,Test Data,0
154,21750,13,13178,Petrol,110,1,0,1600,5,1130,21750,Test Data,0
155,16868,15,13157,Petrol,97,1,0,1400,4,1085,16868,Test Data,0
156,19500,16,13000,Petrol,110,1,0,1600,4,1105,19500,Test Data,0
157,18900,11,12500,Petrol,110,1,0,1600,5,1115,18900,Test Data,0
158,19750,17,11999,Petrol,110,1,0,1600,5,1130,19750,Test Data,0
159,19750,16,11754,Petrol,110,0,1,1600,5,1180,19750,Test Data,0
160,18950,16,11000,Petrol,110,1,0,1600,4,1105,18950,Test Data,0
161,20750,17,10000,Petrol,110,0,0,1598,5,1105,20750,Test Data,0
162,19600,9,7650,Petrol,110,1,0,1600,5,1115,19600,Test Data,0
163,19500,14,6500,Petrol,110,1,0,1600,4,1100,19500,Test Data,0
164,17650,11,6155,Petrol,97,1,0,1400,5,1110,17650,Test Data,0
165,19950,14,6000,Petrol,110,0,0,1600,5,1130,19950,Test Data,0
166,19950,14,5459,Petrol,110,1,0,1600,5,1130,19950,Test Data,0
167,20950,14,5278,Petrol,110,1,1,1600,4,1150,20950,Test Data,0
168,20500,12,5000,Petrol,110,1,0,1600,5,1130,20500,Test Data,0
169,17795,9,1,Petrol,98,1,0,1400,4,1065,17795,Test Data,0
170,18245,9,1,Petrol,110,1,0,1600,5,1075,18245,Test Data,0
171,23750,8,11000,Petrol,110,1,0,1600,5,1130,23750,Test Data,0
172,19500,8,10077,Petrol,97,1,0,1400,5,1110,19500,Test Data,0
173,18950,8,10000,Petrol,97,1,0,1400,5,1110,18950,Test Data,0
174,21950,8,9788,Petrol,110,1,0,1600,5,1130,21950,Test Data,0
175,19950,8,8574,Petrol,110,1,0,1600,5,1130,19950,Test Data,0
176,18950,8,7000,Petrol,110,0,0,1600,5,1115,18950,Test Data,0
177,19950,7,6250,Petrol,110,1,0,1600,5,1115,19950,Test Data,0
178,21950,8,5000,Petrol,110,1,0,1600,5,1130,21950,Test Data,0
179,22500,6,3000,Petrol,110,0,0,1600,5,1130,22500,Test Data,0
180,18500,7,2000,Petrol,110,0,0,1600,5,1075,18500,Test Data,0
181,18700,7,450,Petrol,97,1,0,1400,5,1110,18700,Test Data,0
182,21125,2,225,Petrol,97,1,0,1400,5,1110,21125,Test Data,0
183,21500,55.67215569,15,Petrol,110,1,0,1600,5,1130,21500,Test Data,0
184,17795,1,1,Petrol,98,1,0,1400,4,1100,17795,Test Data,0
185,18245,1,1,Petrol,110,1,0,1600,5,1075,18245,Test Data,0
186,6950,43,243000,Diesel,69,0,0,1900,3,1110,6950,Test Data,0
187,9500,38,180638,Diesel,90,0,0,2000,4,1160,9500,Test Data,0
188,11950,40,179860,Diesel,90,1,0,2000,5,1205,11950,Test Data,0
189,7750,43,178858,CNG,110,0,0,1600,3,1084,7750,Test Data,0
190,11950,40,161000,Diesel,69,1,0,1900,3,1105,11950,Test Data,0
191,4350,44,158320,Diesel,69,0,0,1800,5,1110,4350,Test Data,0
192,4750,44,131273,Diesel,69,1,0,1800,5,1110,4750,Test Data,0
193,11750,40,130062,Diesel,69,1,0,1900,5,1140,11750,Test Data,0
194,13250,41,123425,Diesel,69,1,0,1900,5,1140,13250,Test Data,0
195,11950,37,118217,Petrol,110,1,0,1600,5,1075,11950,Test Data,0
196,11900,44,110000,Diesel,69,1,0,1900,5,1095,11900,Test Data,0
197,14750,39,108847,Diesel,90,1,0,2000,5,1205,14750,Test Data,0
198,9950,42,105699,Petrol,97,1,0,1400,3,1025,9950,Test Data,0
199,11950,55.67215569,98823,CNG,110,1,0,1600,5,1119,11950,Test Data,0
200,11495,44,96829,Petrol,110,1,0,1600,5,1075,11495,Test Data,0
201,11250,40,96518,Petrol,97,1,0,1400,3,1025,11250,Test Data,0
202,10500,42,92204,Petrol,110,1,0,1600,5,1075,10500,Test Data,0
203,10450,35,91456,Diesel,69,1,0,1900,3,1110,10450,Test Data,0
204,12950,43,89968,Diesel,69,1,0,1900,5,1140,12950,Test Data,0
205,11500,44,89757,Petrol,110,1,0,1600,3,1045,11500,Test Data,0
206,12500,40,85389,Petrol,110,1,0,1600,5,1075,12500,Test Data,0
207,10950,43,85017,Petrol,97,0,0,1400,5,1060,10950,Test Data,0
208,11450,41,84312,Petrol,110,0,0,1600,5,1080,11450,Test Data,0
209,11950,37,82743,CNG,110,1,0,1600,5,1121,11950,Test Data,0
210,13250,41,81106,Diesel,69,1,0,1900,5,1140,13250,Test Data,0
211,14750,40,80425,Diesel,90,1,0,2000,5,1205,14750,Test Data,0
212,11790,34,78677,Petrol,110,1,1,1600,5,1105,11790,Test Data,0
213,11450,40,78425,Petrol,110,1,0,1600,5,1075,11450,Test Data,0
214,13500,33,78108,Diesel,90,1,0,2000,3,1170,13500,Test Data,0
215,10950,33,77321,Petrol,110,1,0,1600,5,1075,10950,Test Data,0
216,13500,33,75699,Diesel,69,0,0,1900,3,1105,13500,Test Data,0
217,10950,41,75697,Petrol,97,1,0,1400,3,1025,10950,Test Data,0
218,10950,44,74846,Petrol,97,1,0,1400,3,1025,10950,Test Data,0
219,12950,38,74319,Petrol,110,1,0,1600,5,1075,12950,Test Data,0
220,11950,55.67215569,74285,Petrol,110,1,0,1600,5,1075,11950,Test Data,0
221,12450,44,74172,Petrol,110,1,0,1600,5,1615,12450,Test Data,0
222,11950,40,73042,Petrol,110,1,0,1598,5,1075,11950,Test Data,0
223,14950,44,71793,CNG,110,1,0,1600,4,1067,14950,Test Data,0
224,12450,35,71200,Petrol,110,1,0,1600,5,1075,12450,Test Data,0
225,12950,38,67805,Petrol,110,1,0,1600,5,1075,12950,Test Data,0
226,11950,55.67215569,65988,Petrol,110,1,0,1600,3,1040,11950,Test Data,0
227,11690,55.67215569,65345,Petrol,97,1,0,1400,5,1060,11690,Test Data,0
228,12450,42,64564,Petrol,110,1,0,1600,5,1080,12450,Test Data,0
229,12750,36,63459,Petrol,97,1,0,1400,5,1060,12750,Test Data,0
230,11925,55.67215569,63451,Petrol,97,0,0,1400,3,1025,11925,Test Data,0
231,12950,33,62000,Petrol,110,1,0,1600,5,1075,12950,Test Data,0
232,11950,42,61300,Petrol,97,1,0,1400,3,1030,11950,Test Data,0
233,12900,41,61200,Petrol,110,1,0,1600,3,1045,12900,Test Data,0
234,11900,41,61000,Petrol,110,0,0,1600,5,1075,11900,Test Data,0
235,11650,38,60829,Petrol,110,1,0,1600,5,1075,11650,Test Data,0
236,10950,44,60500,Petrol,110,0,0,1600,5,1075,10950,Test Data,0
237,13950,35,59500,Diesel,69,1,0,1900,3,1110,13950,Test Data,0
238,13950,44,59000,Petrol,110,0,1,1600,5,1110,13950,Test Data,0
239,11950,40,58954,Petrol,110,1,0,1600,5,1080,11950,Test Data,0
240,10950,38,58798,Petrol,110,1,0,1600,5,1075,10950,Test Data,0
241,12450,38,58363,Petrol,110,1,0,1600,3,1055,12450,Test Data,0
242,11950,43,58277,Petrol,110,1,0,1600,3,1045,11950,Test Data,0
243,13500,33,57711,Diesel,90,1,0,2000,3,1165,13500,Test Data,0
244,11690,33,57269,Petrol,110,1,0,1600,5,1075,11690,Test Data,0
245,13500,39,56001,Petrol,110,1,0,1600,5,1075,13500,Test Data,0
246,11950,42,55968,Petrol,110,1,0,1600,3,1050,11950,Test Data,0
247,12900,55.67215569,55678,Petrol,110,1,0,1600,4,1030,12900,Test Data,0
248,13500,43,55539,Petrol,110,1,0,1600,5,1085,13500,Test Data,0
249,11750,42,55400,Petrol,110,0,0,1600,5,1075,11750,Test Data,0
250,11750,33,55350,Petrol,110,0,0,1600,5,1075,11750,Test Data,0
251,10850,43,54600,Petrol,110,0,0,1600,4,1030,10850,Test Data,0
252,11750,43,53773,Petrol,110,1,0,1600,5,1075,11750,Test Data,0
253,14950,42,53719,Petrol,110,1,1,1600,5,1105,14950,Test Data,0
254,9940,39,53644,Petrol,110,1,0,1600,5,1075,9940,Test Data,0
255,12900,42,53350,Petrol,110,0,0,1600,5,1075,12900,Test Data,0
256,13500,38,53000,Petrol,110,1,0,1600,5,1075,13500,Test Data,0
257,11750,44,52084,Petrol,97,1,0,1400,3,1025,11750,Test Data,0
258,11950,44,52000,Petrol,97,0,0,1400,3,1025,11950,Test Data,0
259,13450,33,51945,Petrol,110,1,0,1600,5,1075,13450,Test Data,0
260,11950,41,51732,Petrol,97,1,0,1400,3,1025,11950,Test Data,0
261,12495,39,50873,Petrol,110,1,0,1600,5,1075,12495,Test Data,0
262,13500,41,50856,Petrol,110,0,0,1600,4,1030,13500,Test Data,0
263,12750,40,50640,Petrol,110,1,0,1600,5,1075,12750,Test Data,0
264,12000,39,50000,Petrol,97,1,0,1400,5,1060,12000,Test Data,0
265,11950,38,49500,Petrol,110,1,0,1600,5,1075,11950,Test Data,0
266,12495,44,49332,Petrol,110,1,0,1600,5,1080,12495,Test Data,0
267,12450,34,49291,Petrol,110,1,0,1600,3,1040,12450,Test Data,0
268,14750,40,48952,Diesel,90,1,0,2000,5,1205,14750,Test Data,0
269,10950,39,48945,Petrol,110,0,0,1600,3,1040,10950,Test Data,0
270,13500,33,48928,Diesel,69,1,0,1900,3,1105,13500,Test Data,0
271,12950,38,48197,Petrol,110,1,0,1600,5,1075,12950,Test Data,0
272,13500,35,48052,Diesel,69,1,0,1900,3,1105,13500,Test Data,0
273,13450,55.67215569,48011,Petrol,110,1,0,1600,4,1030,13450,Test Data,0
274,13500,43,48000,Petrol,110,1,0,1600,5,1075,13500,Test Data,0
275,11480,41,47350,Petrol,110,1,0,1600,5,1075,11480,Test Data,0
276,13450,39,46821,Petrol,97,1,0,1400,5,1060,13450,Test Data,0
277,11495,39,46694,Petrol,110,0,0,1600,3,1040,11495,Test Data,0
278,12750,43,46515,Petrol,97,0,0,1400,5,1025,12750,Test Data,0
279,14990,38,46327,Petrol,110,1,0,1600,3,1055,14990,Test Data,0
280,12950,35,46304,Petrol,97,1,0,1400,5,1060,12950,Test Data,0
281,12950,40,45886,Petrol,110,1,0,1600,5,1080,12950,Test Data,0
282,12850,39,45713,Petrol,97,1,0,1400,5,1085,12850,Test Data,0
283,13950,40,45600,Petrol,110,1,1,1600,5,1105,13950,Test Data,0
284,11950,41,45287,Petrol,110,1,0,1600,5,1075,11950,Test Data,0
285,12950,39,45081,Petrol,110,1,0,1600,5,1075,12950,Test Data,0
286,11700,40,44830,Petrol,110,1,0,1600,5,1075,11700,Test Data,0
287,9950,37,44757,Petrol,97,1,0,1400,3,1025,9950,Test Data,0
288,11895,44,44218,Petrol,97,1,0,1400,5,1060,11895,Test Data,0
289,12950,43,43632,Petrol,110,1,0,1600,5,1075,12950,Test Data,0
290,12500,36,43427,Petrol,110,1,0,1600,3,1040,12500,Test Data,0
291,13875,39,43254,Petrol,110,1,0,1600,5,1075,13875,Test Data,0
292,10500,35,43000,Petrol,110,0,0,1600,3,1050,10500,Test Data,0
293,12295,33,42823,Petrol,110,1,0,1600,5,1075,12295,Test Data,0
294,13950,42,42560,Petrol,110,1,0,1600,5,1080,13950,Test Data,0
295,10950,38,41754,Petrol,110,0,0,1600,3,1040,10950,Test Data,0
296,12950,44,41499,CNG,110,1,0,1600,5,1103,12950,Test Data,0
297,12850,40,41339,Petrol,110,1,0,1600,5,1080,12850,Test Data,0
298,13995,35,41000,Petrol,110,1,0,1600,5,1075,13995,Test Data,0
299,13750,39,40000,Petrol,110,1,0,1600,3,1055,13750,Test Data,0
300,12750,37,39757,Petrol,110,1,0,1600,5,1075,12750,Test Data,0
301,12500,41,39659,Petrol,110,1,0,1600,3,1045,12500,Test Data,0
302,13950,43,39650,Petrol,110,0,0,1600,3,1055,13950,Test Data,0
303,11500,39,39524,Petrol,97,1,0,1398,3,1025,11500,Test Data,0
304,13950,44,39516,Petrol,97,1,0,1400,5,1060,13950,Test Data,0
305,11895,41,39439,Petrol,97,0,0,1400,5,1060,11895,Test Data,0
306,9950,44,39000,Petrol,97,1,0,1400,3,1025,9950,Test Data,0
307,13500,42,38932,Petrol,110,1,0,1600,3,1040,13500,Test Data,0
308,11450,37,38812,Petrol,97,1,0,1400,3,1025,11450,Test Data,0
309,12450,42,38665,Petrol,110,1,0,1600,5,1075,12450,Test Data,0
310,12950,40,38653,Petrol,110,1,0,1600,5,1080,12950,Test Data,0
311,13995,44,38461,Petrol,110,1,0,1600,5,1080,13995,Test Data,0
312,11750,42,38078,Petrol,97,0,0,1400,3,1025,11750,Test Data,0
313,11650,39,37782,Petrol,97,1,0,1400,5,1060,11650,Test Data,0
314,9950,43,37576,Petrol,97,0,0,1400,3,1030,9950,Test Data,0
315,13950,41,37533,Petrol,110,1,0,1600,5,1075,13950,Test Data,0
316,12950,44,37389,Petrol,110,1,0,1600,5,1080,12950,Test Data,0
317,10950,38,37320,Petrol,97,1,0,1400,3,1025,10950,Test Data,0
318,9900,42,37000,Petrol,97,1,0,1400,3,1025,9900,Test Data,0
319,11950,44,37000,Petrol,110,0,0,1600,4,1075,11950,Test Data,0
320,11990,40,36566,Petrol,110,0,0,1600,5,1090,11990,Test Data,0
321,10750,36,36269,Petrol,110,1,0,1600,5,1075,10750,Test Data,0
322,13950,37,36074,Petrol,110,1,1,1600,5,1075,13950,Test Data,0
323,11250,44,36066,Petrol,110,1,0,1600,3,1040,11250,Test Data,0
324,12950,39,34599,Petrol,110,1,0,1600,5,1075,12950,Test Data,0
325,11950,41,34000,Petrol,110,1,0,1600,5,1075,11950,Test Data,0
326,10950,42,33623,Petrol,97,1,0,1400,3,1025,10950,Test Data,0
327,12950,33,33591,Petrol,110,1,0,1600,5,1075,12950,Test Data,0
328,12950,35,33258,Petrol,110,1,0,1600,5,1075,12950,Test Data,0
329,11695,43,33113,Petrol,110,1,0,1600,5,1075,11695,Test Data,0
330,11000,41,33000,Petrol,110,1,1,1600,5,1075,11000,Test Data,0
331,13950,55.67215569,32941,Petrol,110,1,0,1600,5,1080,13950,Test Data,0
332,11950,38,32781,Petrol,110,0,0,1600,5,1075,11950,Test Data,0
333,11750,40,32532,Petrol,110,1,0,1600,3,1040,11750,Test Data,0
334,12400,34,32431,Petrol,97,1,0,1400,5,1060,12400,Test Data,0
335,12500,35,32000,Petrol,110,0,0,1600,3,1040,12500,Test Data,0
336,12900,33,31000,Petrol,110,1,0,1600,5,1075,12900,Test Data,0
337,12200,41,30989,Petrol,110,0,0,1600,3,1045,12200,Test Data,0
338,12750,43,30742,Petrol,110,1,0,1600,3,1040,12750,Test Data,0
339,11950,42,30190,Petrol,110,1,0,1600,5,1075,11950,Test Data,0
340,11900,41,29716,Petrol,116,1,0,1600,5,1075,11900,Test Data,0
341,11950,44,29716,Petrol,110,1,1,1600,3,1070,11950,Test Data,0
342,14950,42,29640,Petrol,110,1,0,1600,3,1055,14950,Test Data,0
343,11950,41,29056,Petrol,97,1,0,1400,5,1060,11950,Test Data,0
344,12950,33,28715,Petrol,110,1,0,1600,5,1075,12950,Test Data,0
345,14950,41,28571,Petrol,110,0,0,1600,5,1090,14950,Test Data,0
346,13450,40,28362,Petrol,110,1,0,1600,3,1040,13450,Test Data,0
347,13750,38,28150,Petrol,110,1,0,1600,5,1075,13750,Test Data,0
348,12950,43,27301,Petrol,110,1,0,1600,3,1040,12950,Test Data,0
349,12750,33,27240,Petrol,110,1,0,1600,5,1075,12750,Test Data,0
350,11895,39,27170,Petrol,97,1,0,1400,5,1060,11895,Test Data,0
351,9950,42,27141,Petrol,97,1,0,1400,5,1060,9950,Test Data,0
352,12450,38,26262,Petrol,110,1,0,1600,5,1075,12450,Test Data,0
353,12500,38,26000,Petrol,97,1,0,1400,5,1060,12500,Test Data,0
